Nombre_Arriendo,Precio ($),Gastos_Comunes ($),Comuna,Direccion,Metros (m²),Habitaciones,Baños
"Las Condes, Dpto moderno en tranquila zona residencial. (124318)",990000,250000,Las Condes,Dpto moderno en tranquila zona residencial. (124318),70,2,2
"Quinta Normal, Juan de Barros con Villasana",320000,75000,Quinta Normal,Juan de Barros con Villasana,48,3,1
"San Bernardo, Ggcc y estacionamiento incluidos arriendo 3d1b",430000,100000,San Bernardo,Ggcc y estacionamiento incluidos arriendo 3d1b,50,3,1
"Pudahuel, Depto. 3 dormitorios pudahuel",350000,45000,Pudahuel,Depto. 3 dormitorios pudahuel,50,3,1
"Santiago, Home Studio Metro Moneda (123964)",280000,42180,Santiago,Home Studio Metro Moneda (123964),35,1,1
"La Florida, Se arrienda dpto nuevo 2D1B sin EST ni BOD (124026)",400000,95000,La Florida,Se arrienda dpto nuevo 2D1B sin EST ni BOD (124026),52,2,1
"San Miguel, Se arrienda lujoso dpto 2D2B con EST (123976)",510000,170000,San Miguel,Se arrienda lujoso dpto 2D2B con EST (123976),62,2,2
"San Miguel, Departamento excelente vista 2d1b  (124420)",418000,89000,San Miguel,Departamento excelente vista 2d1b  (124420),48,2,1
"Ñuñoa, Metro chile españa",450000,90000,Ñuñoa,Metro chile españa,26,1,1
"Estación Central, Arrienda sin garantía - depto 1dormitorio + estac + bod",250000,80000,Estación Central,Arrienda sin garantía - depto 1dormitorio + estac + bod,30,1,1
"Estación Central, Avenida Padre Alberto Hurtado 194",430000,100000,Estación Central,Avenida Padre Alberto Hurtado 194,60,3,2
"Independencia, Esquina con Gamero",250000,50000,Independencia,Esquina con Gamero,28,1,1
"Estación Central, Oportunidad arriendo (124293)",290000,75000,Estación Central,Oportunidad arriendo (124293),33,1,1
"Quinta Normal, Calle compañia / barros arana 1d y 1b incluye bodega",270000,40000,Quinta Normal,Calle compañia / barros arana 1d y 1b incluye bodega,42,1,1
"Ñuñoa, Brown norte",1100,300000,Ñuñoa,Brown norte,70,2,2
"Estación Central, Conde del Maule",280000,65000,Estación Central,Conde del Maule,31,1,1
"Santiago, Full equipado Nuevo (124356)",300000,70000,Santiago,Full equipado Nuevo (124356),33,1,1
"Estación Central, Sin garantía depto. 1dormitorio metro ecuador",230000,70000,Estación Central,Sin garantía depto. 1dormitorio metro ecuador,30,1,1
"Providencia, Lyon Suecia",950000,100000,Providencia,Lyon Suecia,140,3,3
"La Cisterna, Avenida Lo Ovalle Precio Increible (124078)",400000,85000,La Cisterna,Avenida Lo Ovalle Precio Increible (124078),38,1,1
"Lo Prado, Metro blanqueado, 3 dorm+1b, conexion lavador (123860)",350000,40000,Lo Prado,"Metro blanqueado, 3 dorm+1b, conexion lavador (123860)",50,3,1
"Ñuñoa, Metro irarrazaval  (124049)",650000,150000,Ñuñoa,Metro irarrazaval  (124049),60,2,2
"La Cisterna, Arriendo Depto. 1D1B Metro Lo Ovalle (124424)",300000,85000,La Cisterna,Arriendo Depto. 1D1B Metro Lo Ovalle (124424),32,1,1
"La Florida, Hermoso depto. 2D+2B+E, Vicente Valdés (124403)",490000,110000,La Florida,"Hermoso depto. 2D+2B+E, Vicente Valdés (124403)",58,2,2
"Santiago, Oportunidad de arriendo depto. centríco (123981)",420000,76000,Santiago,Oportunidad de arriendo depto. centríco (123981),62,2,2
"Independencia, Arrienda sin garantia / depto. 1dor. Venecia independencia",270000,55000,Independencia,Arrienda sin garantia / depto. 1dor. Venecia independencia,35,1,1
"La Florida, Arriendo departamento  (123896)",450000,90000,La Florida,Arriendo departamento  (123896),60,2,2
"Las Condes, Penthouse a estrenar! Tres opciones! (124473)",6000,2000,Las Condes,Penthouse a estrenar! Tres opciones! (124473),370,4,5
"Las Condes, Departamentos con Jardín Privado (124471)",6000,2000,Las Condes,Departamentos con Jardín Privado (124471),339,3,5
"Las Condes, Departamentos a estrenar! Varias opciones! (124469)",4000,2000,Las Condes,Departamentos a estrenar! Varias opciones! (124469),303,3,4
"Ñuñoa, Precioso departamento en Ñuñoa  (124333)",529000,78000,Ñuñoa,Precioso departamento en Ñuñoa  (124333),47,1,1
"Macul, Calle Misoouri 3885",340000,50000,Macul,Calle Misoouri 3885,35,1,1
"Macul, Calle Misoouri 3885",340000,50000,Macul,Calle Misoouri 3885,35,1,1
"Santiago, 2 Dorm/1 Baño/Bodega - Oferta 1er mes (123140)",280000,70000,Santiago,2 Dorm/1 Baño/Bodega - Oferta 1er mes (123140),42,2,1
"Ñuñoa, Jose Domingo Cañas - Casi Nuevo!",750000,145000,Ñuñoa,Jose Domingo Cañas - Casi Nuevo!,78,2,2
"Santiago, Sargento Aldea // San Diego",400000,67000,Santiago,Sargento Aldea // San Diego,40,2,1
"Estación Central, Toro Mazotte",250000,55000,Estación Central,Toro Mazotte,34,1,1
"San Miguel, Rivas 1050",280000,58000,San Miguel,Rivas 1050,33,1,1
"San Miguel, Rivas 1050",280000,58000,San Miguel,Rivas 1050,33,1,1
"San Miguel, Arriendo Depto Estudio cerca Metro San Miguel",280000,40000,San Miguel,Arriendo Depto Estudio cerca Metro San Miguel,20,1,1
"Recoleta, Se Arrienda Departamento 3d2b1e Recoleta (123819)",350000,90000,Recoleta,Se Arrienda Departamento 3d2b1e Recoleta (123819),70,3,2
"Recoleta, Se Arrienda Departamento 3d2b1e Recoleta (123813)",350000,90000,Recoleta,Se Arrienda Departamento 3d2b1e Recoleta (123813),70,3,2
"Las Condes, Callao 3503",1350,350000,Las Condes,Callao 3503,90,3,3
"Ñuñoa, Exequiel Fernández 1928",620000,120000,Ñuñoa,Exequiel Fernández 1928,55,2,2
"La Cisterna, Arriendo dpto 1Dorm a 1 cuadra metro Lo Ovall (120154)",275000,45000,La Cisterna,Arriendo dpto 1Dorm a 1 cuadra metro Lo Ovall (120154),25,1,1
"San Miguel, Arriendo depto 1 dorm. San Nicolas Metro (123784)",295000,70000,San Miguel,Arriendo depto 1 dorm. San Nicolas Metro (123784),32,1,1
"La Florida, Walker martinez 815",580000,100000,La Florida,Walker martinez 815,63,2,2
"La Florida, walker martinez 815",380000,70000,La Florida,walker martinez 815,37,1,1
"Santiago, Arriendo depto 2 dormitorios, 1 baño (124044)",390000,80000,Santiago,"Arriendo depto 2 dormitorios, 1 baño (124044)",50,2,1
"Santiago, 2D y 2B +Est y Bod (124064)",550000,120000,Santiago,2D y 2B +Est y Bod (124064),58,2,2
"Quinta Normal, pasaje lo espinoza",390000,67000,Quinta Normal,pasaje lo espinoza,57,3,1
"Santiago, Metro sta lucia - carmen (123749)",360000,95000,Santiago,Metro sta lucia - carmen (123749),48,2,1
"Ñuñoa, Vicuña mackenna esquina santa elvira",650000,100000,Ñuñoa,Vicuña mackenna esquina santa elvira,68,2,2
"Las Condes, Amoblado de lujo! Con 2 estacionamientos! (124298)",1500,190000,Las Condes,Amoblado de lujo! Con 2 estacionamientos! (124298),134,3,2
"Providencia, Depto amoblado M. Montt  (123898)",520000,120000,Providencia,Depto amoblado M. Montt  (123898),36,1,1
"Estación Central, Avenida Laguna Sur 6240",720000,120000,Estación Central,Avenida Laguna Sur 6240,130,3,2
"Ñuñoa, Jorge Washington / Gerona",795000,180000,Ñuñoa,Jorge Washington / Gerona,74,2,2
"La Florida, AV. La Florida / Walker Martinez",430000,60000,La Florida,AV. La Florida / Walker Martinez,50,2,1
"San Miguel, Departamento en arriendo San Miguel (124159)",430000,120000,San Miguel,Departamento en arriendo San Miguel (124159),52,2,2
"Ñuñoa, Oportunidad Ñuñoa (32203)",400000,65000,Ñuñoa,Oportunidad Ñuñoa (32203),32,1,1
"Estación Central, Oportunidad arriendo 1d1b metro ecuador (124375)",290000,70000,Estación Central,Oportunidad arriendo 1d1b metro ecuador (124375),36,1,1
"Providencia, Departamento en Providencia (1D+1B) (123801)",590000,92000,Providencia,Departamento en Providencia (1D+1B) (123801),42,1,1
"Santiago, Santo Domingo, Mosqueto / Metro Bellas Artes",320000,140000,Santiago,"Santo Domingo, Mosqueto / Metro Bellas Artes",36,1,1
"Recoleta, Depto 3D 2B 1E Metro Cerro Blanco (117197)",570000,130000,Recoleta,Depto 3D 2B 1E Metro Cerro Blanco (117197),70,3,2
"Santiago, Esquina General Mackenna",300000,80000,Santiago,Esquina General Mackenna,39,1,1
"Macul, Depto 1D 1B 1E Macul (110296)",425000,90000,Macul,Depto 1D 1B 1E Macul (110296),54,1,1
"San Joaquín, Depto Nuevo 2D1B - M. Carlos Valdovinos (124390)",410000,100000,San Joaquín,Depto Nuevo 2D1B - M. Carlos Valdovinos (124390),48,2,1
"San Joaquín, Nuevo y Moderno Depto 2D2B + Est y Bodega  (124388)",560000,110000,San Joaquín,Nuevo y Moderno Depto 2D2B + Est y Bodega  (124388),52,2,2
"Providencia, Luminoso Estudio - Metro Manuel Montt (124059)",430000,61000,Providencia,Luminoso Estudio - Metro Manuel Montt (124059),23,1,1
"Santiago, Arriendo departamento 3 dormitorios (124397)",550000,45000,Santiago,Arriendo departamento 3 dormitorios (124397),100,3,2
"Macul, Departamento nuevo! 1D 1B 1E 1B (123350)",420000,60000,Macul,Departamento nuevo! 1D 1B 1E 1B (123350),35,1,1
"Ñuñoa, linda vista 2 dorm 2 baños metro Villa Frei (124053)",650000,170000,Ñuñoa,linda vista 2 dorm 2 baños metro Villa Frei (124053),62,2,2
"La Granja, Departamento 2 dormitorios 1 baño (123897)",420000,45000,La Granja,Departamento 2 dormitorios 1 baño (123897),48,2,1
"La Florida, Arriendo Depto La Florida 3D 2B 1E 1B  (124041)",600000,140000,La Florida,Arriendo Depto La Florida 3D 2B 1E 1B  (124041),70,3,2
"Macul, Nuevo dpto. sector cercano a Macul (124046)",550000,120000,Macul,Nuevo dpto. sector cercano a Macul (124046),49,2,2
"Macul, Independícese y viva cómodamente (123899)",450000,60000,Macul,Independícese y viva cómodamente (123899),33,1,1
"La Granja, Departamento En Arriendo La Granja 2H 1B (123751)",350000,10000,La Granja,Departamento En Arriendo La Granja 2H 1B (123751),52,2,1
"Santiago, Santa Victoria / Raulí",370000,120000,Santiago,Santa Victoria / Raulí,50,2,2
"Santiago, Marin / metro sta. Isabel 1d-1b-balcon  (123894)",300000,65000,Santiago,Marin / metro sta. Isabel 1d-1b-balcon  (123894),35,1,1
"Quinta Normal, Arriendo / Barrio Lourdes / 2D/2B (123998)",300000,110000,Quinta Normal,Arriendo / Barrio Lourdes / 2D/2B (123998),40,2,2
"Santiago, Alonso de Ovalle 1609",380000,100000,Santiago,Alonso de Ovalle 1609,41,2,1
"Santiago, Lindo deparmento en arriendo  (124030)",150000,900000,Santiago,Lindo deparmento en arriendo  (124030),32,1,1
"Santiago, Dpto Amoblado con terraza Stgo. Centro (123945)",420000,95000,Santiago,Dpto Amoblado con terraza Stgo. Centro (123945),35,1,1
"Estación Central, Dpto 1D 1B A pasos de Av Ecuador (123916)",250000,55000,Estación Central,Dpto 1D 1B A pasos de Av Ecuador (123916),28,1,1
"Santiago, Eleuterio Ramirez 740",200000,29000,Santiago,Eleuterio Ramirez 740,20,1,1
"Santiago, Monjitas 451",360000,180000,Santiago,Monjitas 451,45,2,1
"Santiago, Tarapaca 876",270000,60000,Santiago,Tarapaca 876,32,1,1
"Santiago, Tarapaca 876",270000,60000,Santiago,Tarapaca 876,32,1,1
"Las Condes, Arriendo depto.Cristobal colon- apumanque (110645)",1500,100000,Las Condes,Arriendo depto.Cristobal colon- apumanque (110645),88,3,3
"Santiago, Santa Rosa (41665)",380000,78000,Santiago,Santa Rosa (41665),58,2,1
"Santiago, Arriendo gran departamento Piso 21 (119680)",300000,70000,Santiago,Arriendo gran departamento Piso 21 (119680),35,1,1
"Santiago, San Isidro 250",450000,115000,Santiago,San Isidro 250,49,2,1
"San Miguel, Novena Avenida",490000,60000,San Miguel,Novena Avenida,51,2,2
"San Miguel, Décima Avenida",330000,70000,San Miguel,Décima Avenida,50,2,1
"Macul, Macul / Quilín",400000,90000,Macul,Macul / Quilín,37,1,1
"Independencia, Calle El Molino 1845",260000,45000,Independencia,Calle El Molino 1845,31,1,1
"Macul, Grandes terminaciones! Precioso departamento (121387)",470000,110000,Macul,Grandes terminaciones! Precioso departamento (121387),50,2,1
"Estación Central, Avenida Alameda Libertador Bernardo O'Higgins 4272, Santiago",420000,80000,Estación Central,"Avenida Alameda Libertador Bernardo O'Higgins 4272, Santiago",74,3,1
"Independencia, Depto 2D 1B Hipodromo, Independencia (113273)",380000,85000,Independencia,"Depto 2D 1B Hipodromo, Independencia (113273)",50,2,1
"La Cisterna, Madame Adriana Bolland 77",480000,100000,La Cisterna,Madame Adriana Bolland 77,53,2,2
"Ñuñoa, Palqui 2916",700000,155000,Ñuñoa,Palqui 2916,72,2,2
"Independencia, Avenida Nueva Hipodromo",460000,80000,Independencia,Avenida Nueva Hipodromo,52,2,1
"La Cisterna, Briones Luco 077",330000,60000,La Cisterna,Briones Luco 077,42,1,1
"Estación Central, 2D/1B+Etac | Garantía en  cuotas (110901)",315000,85000,Estación Central,2D/1B+Etac | Garantía en  cuotas (110901),46,2,1
"Santiago, Moneda con tucapel jimenez",620000,120000,Santiago,Moneda con tucapel jimenez,53,2,2
"La Cisterna, Promo dep de 3d y 1b con estacionamiento en la cisterna",350000,50000,La Cisterna,Promo dep de 3d y 1b con estacionamiento en la cisterna,53,3,1
"Huechuraba, Condominio bosques de la piramide",800000,150000,Huechuraba,Condominio bosques de la piramide,145,2,2
"Cerrillos, Metro Cerrillos",300000,60000,Cerrillos,Metro Cerrillos,32,1,1
"Independencia, Carrión con Fermín Vivaceta metro Hospitales",500000,100000,Independencia,Carrión con Fermín Vivaceta metro Hospitales,48,2,1
"Providencia, Amplio departamento de 165 m2 en holanda con carlos antunez pasos metro tobalaba",1590,270000,Providencia,Amplio departamento de 165 m2 en holanda con carlos antunez pasos metro tobalaba,165,4,3
"Providencia, Metro Inés de Suarez",1200,200000,Providencia,Metro Inés de Suarez,100,3,2
"Santiago, Santa rosa con Eluterio Ramirez",310000,70000,Santiago,Santa rosa con Eluterio Ramirez,33,1,1
"Pudahuel, camino bernardo ohiggins 21526",500000,12500,Pudahuel,camino bernardo ohiggins 21526,200,2,2
"Estación Central, Coronel Godoy 149",265000,45000,Estación Central,Coronel Godoy 149,35,1,1
"Ñuñoa, Duble Almeyda 2560, Estación del metro Ñuñoa",590000,100000,Ñuñoa,"Duble Almeyda 2560, Estación del metro Ñuñoa",46,1,1
"San Miguel, Metro ciudad del niño",530000,110000,San Miguel,Metro ciudad del niño,84,3,2
"Las Condes, Mar del sur / colón",1350,140000,Las Condes,Mar del sur / colón,140,3,2
"Providencia, Depto 1D 1B Terraza Est. Los Leones Costanera Center",630000,100000,Providencia,Depto 1D 1B Terraza Est. Los Leones Costanera Center,34,1,1
"Estación Central, Av. María Rozas Velásquez  41",315000,59000,Estación Central,Av. María Rozas Velásquez  41,28,1,1
"La Florida, colombia 7664",420000,80000,La Florida,colombia 7664,45,1,1
"Santiago, Santa victoria 387",290000,60000,Santiago,Santa victoria 387,37,1,1
"Santiago, Marin y Lira",270000,65000,Santiago,Marin y Lira,39,1,1
"Santiago, Catedral 1310",335000,650000,Santiago,Catedral 1310,42,1,1
"Estación Central, Santa petronila con ecuador",300000,70000,Estación Central,Santa petronila con ecuador,55,2,1
"Santiago, san francisco 577, santiag",480000,80000,Santiago,"san francisco 577, santiag",52,2,1
"Providencia, Parque Bustamante",900000,120000,Providencia,Parque Bustamante,112,4,2
"Las Condes, Martin alonso pinzon y sebastian elcano",1000,170000,Las Condes,Martin alonso pinzon y sebastian elcano,97,4,3
"Santiago, Av. Manuel Rodríguez 540, Santiago, Parque Almagro, Santiago, RM (Metropolitana)",259000,59000,Santiago,"Av. Manuel Rodríguez 540, Santiago, Parque Almagro, Santiago, RM (Metropolitana)",28,1,1
"Santiago, carmen 566",450000,100000,Santiago,carmen 566,50,2,2
"Independencia, Belisario Prats 1460",350000,87000,Independencia,Belisario Prats 1460,52,2,1
"Macul, avda  Macul 6305",350000,70000,Macul,avda  Macul 6305,34,1,1
"Santiago, Tocornal 601",265000,50000,Santiago,Tocornal 601,33,1,1
"Pudahuel, La Travesía 6988",430000,30000,Pudahuel,La Travesía 6988,50,3,1
"San Miguel, San Ignacio 4850",380000,80000,San Miguel,San Ignacio 4850,55,2,1
"Santiago, Metro santa isabel, angamos",420000,100000,Santiago,"Metro santa isabel, angamos",60,2,2
"Las Condes, Los trigales 7435",1116,200000,Las Condes,Los trigales 7435,63,2,2
"Quinta Normal, villasana 1451",280000,45000,Quinta Normal,villasana 1451,50,3,1
"Ñuñoa, Pedro de Valdivia 2847",475000,100000,Ñuñoa,Pedro de Valdivia 2847,33,1,1
"Independencia, Leonor Cepeda 952",310000,60000,Independencia,Leonor Cepeda 952,40,2,1
"La Florida, Vicente valdes//vicuña mackenna",480000,120000,La Florida,Vicente valdes//vicuña mackenna,54,2,2
"Santiago, Teatinos 785",300000,30,Santiago,Teatinos 785,38,1,1
"Santiago, Teatinos 785",300000,30,Santiago,Teatinos 785,38,1,1
"Providencia, Arturo medina con diego de almagro",980000,220000,Providencia,Arturo medina con diego de almagro,98,3,3
"Cerrillos, Av. Los Libertadores",530000,70000,Cerrillos,Av. Los Libertadores,70,3,2
"Santiago, Compañia de Jesus 1703",340000,70000,Santiago,Compañia de Jesus 1703,36,1,1
"Santiago, Metro U de Santiago",350000,130000,Santiago,Metro U de Santiago,45,2,2
"Providencia, Luis Thayer Ojeda Int",600000,100000,Providencia,Luis Thayer Ojeda Int,60,2,1
"La Florida, Millalongo 76",400000,55000,La Florida,Millalongo 76,47,1,1
"Ñuñoa, Nelson 2040",430000,80000,Ñuñoa,Nelson 2040,40,1,1
"Ñuñoa, Nelson 2040",430000,80000,Ñuñoa,Nelson 2040,40,1,1
"Macul, macul san joaquin",420000,100000,Macul,macul san joaquin,35,1,1
"La Florida, Exequiel Fernández 6200",330000,75000,La Florida,Exequiel Fernández 6200,38,1,1
"Ñuñoa, metro ines de suarez 1d 1b",660000,95000,Ñuñoa,metro ines de suarez 1d 1b,54,1,1
"Ñuñoa, San Eugenio 1084",820000,140000,Ñuñoa,San Eugenio 1084,65,2,2
"Santiago, Franklin 160",540000,133000,Santiago,Franklin 160,65,2,2
"Recoleta, Avenida Perú 1268",420000,90000,Recoleta,Avenida Perú 1268,39,1,1
"Santiago, Compañia de Jesus 1703",340000,70000,Santiago,Compañia de Jesus 1703,36,1,1
"La Florida, Cerca de Vicente Valdez",500000,100000,La Florida,Cerca de Vicente Valdez,60,2,2
"La Cisterna, Av. Goycolea",345000,75000,La Cisterna,Av. Goycolea,49,2,1
"Santiago, General Bulnes 259",290000,60000,Santiago,General Bulnes 259,25,1,1
"San Miguel, Varas mena",300000,70000,San Miguel,Varas mena,35,1,1
"Santiago, ¡oportunidad! depto estudio - a pasos metro",290000,55000,Santiago,¡oportunidad! depto estudio - a pasos metro,21,1,1
"Santiago, Almirante Blanco Encalada 2527",450000,100000,Santiago,Almirante Blanco Encalada 2527,45,2,1
"Santiago, Metro san lucía",340000,70000,Santiago,Metro san lucía,37,1,1
"La Florida, Geronimo de Alderete 1800",520000,120000,La Florida,Geronimo de Alderete 1800,63,2,2
"Estación Central, Toro Mazzote metro San Alberto Hurtado",215000,35000,Estación Central,Toro Mazzote metro San Alberto Hurtado,35,1,1
"Las Condes, Hospital Fach",695000,104000,Las Condes,Hospital Fach,35,1,1
"Providencia, Metro Inés de Suarez",1200,200000,Providencia,Metro Inés de Suarez,100,3,2
"San Bernardo, Avenida America 735",550000,70000,San Bernardo,Avenida America 735,80,3,2
"Pudahuel, camino bernardo ohiggins 21526",550000,12500,Pudahuel,camino bernardo ohiggins 21526,200,2,1
"Independencia, Independencia",270000,43000,Independencia,Independencia,35,1,1
"Lo Barnechea, Camino Turístico 11808",2000,350000,Lo Barnechea,Camino Turístico 11808,170,4,4
"Ñuñoa, Zañartu y Av. Pedro de Valdivia",400000,85000,Ñuñoa,Zañartu y Av. Pedro de Valdivia,39,1,1
"Santiago, av ejercito libertador 634, santiago",329000,91000,Santiago,"av ejercito libertador 634, santiago",30,1,1
"Santiago, el parron 71",600000,90000,Santiago,el parron 71,45,2,1
"Santiago, coronel 4015, estacion central",290000,67000,Santiago,"coronel 4015, estacion central",33,1,1
"Santiago, Jose domingo cañas 445, ñuñoa",730000,147000,Santiago,"Jose domingo cañas 445, ñuñoa",62,2,2
